"MARKET_TYPE"	"PROJECT_SCOPE"	"PROJECT_TYPE"	"REGION"	"COUNTRY"	"ISO3"	"COUNT"	"TOTAL_CREDITS_ISSUED"
"VCS"	"Forestry & Land Use"	"REDD+"	"Sub-Saharan Africa"	"Tanzania"	"TZA"	"1"	"763.875"
"GS"	"Renewable Energy"	"Solar - Distributed"	"Sub-Saharan Africa"	"Tanzania"	"TZA"	"1"	"45.447"
"VCS"	"Renewable Energy"	"Biomass"	"South-Eastern Asia"	"Thailand"	"THA"	"5"	"248.660"
"VCS"	"Household & Community"	"Cookstoves"	"South-Eastern Asia"	"Thailand"	"THA"	"2"	"217.099"
"GS"	"Waste Management"	"Landfill Methane"	"South-Eastern Asia"	"Thailand"	"THA"	"2"	"1825.922"
"VCS"	"Waste Management"	"Landfill Methane"	"South-Eastern Asia"	"Thailand"	"THA"	"1"	"64.473"
"VCS"	"Agriculture"	"Manure Methane Digester"	"South-Eastern Asia"	"Thailand"	"THA"	"6"	"345.814"
"GS"	"Waste Management"	"Methane Recovery in Wastewater"	"South-Eastern Asia"	"Thailand"	"THA"	"15"	"1535.433"
"VCS"	"Waste Management"	"Methane Recovery in Wastewater"	"South-Eastern Asia"	"Thailand"	"THA"	"20"	"4821.327"
"GS"	"Renewable Energy"	"Solar - Centralized"	"South-Eastern Asia"	"Thailand"	"THA"	"2"	"497.643"
"VCS"	"Renewable Energy"	"Solar - Distributed"	"South-Eastern Asia"	"Thailand"	"THA"	"1"	"0"
"GS"	"Renewable Energy"	"Wind"	"South-Eastern Asia"	"Thailand"	"THA"	"3"	"489.887"
"VCS"	"Renewable Energy"	"Wind"	"South-Eastern Asia"	"Thailand"	"THA"	"5"	"2606.339"
"GS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"South-Eastern Asia"	"Timor-Leste"	"TLS"	"1"	"128.930"
"GS"	"Household & Community"	"Clean Water"	"Sub-Saharan Africa"	"Togo"	"TGO"	"1"	"506.009"
"GS"	"Household & Community"	"Community Boreholes"	"Sub-Saharan Africa"	"Togo"	"TGO"	"5"	"815.791"
"GS"	"Waste Management"	"Composting"	"Sub-Saharan Africa"	"Togo"	"TGO"	"1"	"8.351"
"GS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Togo"	"TGO"	"1"	"38.531"
"VCS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Togo"	"TGO"	"1"	"0"
"VCS"	"Renewable Energy"	"Solar - Centralized"	"Sub-Saharan Africa"	"Togo"	"TGO"	"1"	"70.969"
"VCS"	"Renewable Energy"	"Solar - Centralized"	"Northern Africa"	"Tunisia"	"TUN"	"1"	"0"
"VCS"	"Renewable Energy"	"Biomass"	"Western Asia"	"Türkiye"	"TUR"	"3"	"232.560"
"VCS"	"Industrial & Commercial"	"Energy Efficiency"	"Western Asia"	"Türkiye"	"TUR"	"1"	"305.407"
"GS"	"Renewable Energy"	"Geothermal"	"Western Asia"	"Türkiye"	"TUR"	"2"	"478.071"
"VCS"	"Renewable Energy"	"Geothermal"	"Western Asia"	"Türkiye"	"TUR"	"2"	"504.221"
"GS"	"Renewable Energy"	"Hydropower"	"Western Asia"	"Türkiye"	"TUR"	"17"	"1533.730"
"VCS"	"Renewable Energy"	"Hydropower"	"Western Asia"	"Türkiye"	"TUR"	"85"	"12584.622"
"GS"	"Waste Management"	"Landfill Methane"	"Western Asia"	"Türkiye"	"TUR"	"12"	"4124.109"
"VCS"	"Waste Management"	"Landfill Methane"	"Western Asia"	"Türkiye"	"TUR"	"7"	"41.132"
"GS"	"Agriculture"	"Manure Methane Digester"	"Western Asia"	"Türkiye"	"TUR"	"3"	"230.833"
"VCS"	"Agriculture"	"Manure Methane Digester"	"Western Asia"	"Türkiye"	"TUR"	"9"	"618.098"
"VCS"	"Transportation"	"Mass Transit"	"Western Asia"	"Türkiye"	"TUR"	"1"	"7.092"
"GS"	"Renewable Energy"	"Solar - Centralized"	"Western Asia"	"Türkiye"	"TUR"	"6"	"214.281"
"VCS"	"Renewable Energy"	"Solar - Centralized"	"Western Asia"	"Türkiye"	"TUR"	"8"	"231.499"
"GS"	"Industrial & Commercial"	"Waste Heat Recovery"	"Western Asia"	"Türkiye"	"TUR"	"1"	"59.334"
"VCS"	"Industrial & Commercial"	"Waste Heat Recovery"	"Western Asia"	"Türkiye"	"TUR"	"5"	"216.116"
"GS"	"Renewable Energy"	"Wind"	"Western Asia"	"Türkiye"	"TUR"	"110"	"33084.976"
"VCS"	"Renewable Energy"	"Wind"	"Western Asia"	"Türkiye"	"TUR"	"16"	"4973.731"
"VCS"	"Renewable Energy"	"Hydropower"	"Central Asia"	"Turkmenistan"	"TKM"	"1"	"187.408"
"GS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"Sub-Saharan Africa"	"Uganda"	"UGA"	"1"	"500.935"
"VCS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"Sub-Saharan Africa"	"Uganda"	"UGA"	"11"	"3245.008"
"GS"	"Household & Community"	"Biodigesters"	"Sub-Saharan Africa"	"Uganda"	"UGA"	"1"	"141.638"
"GS"	"Household & Community"	"Bundled Energy Efficiency"	"Sub-Saharan Africa"	"Uganda"	"UGA"	"1"	
"VCS"	"Household & Community"	"Bundled Energy Efficiency"	"Sub-Saharan Africa"	"Uganda"	"UGA"	"2"	"90.754"
"GS"	"Household & Community"	"Clean Water"	"Sub-Saharan Africa"	"Uganda"	"UGA"	"28"	"1242.975"
"GS"	"Household & Community"	"Community Boreholes"	"Sub-Saharan Africa"	"Uganda"	"UGA"	"27"	"1097.026"
"GS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Uganda"	"UGA"	"78"	"6228.900"
"VCS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Uganda"	"UGA"	"4"	"44.532"
"VCS"	"Renewable Energy"	"Hydropower"	"Sub-Saharan Africa"	"Uganda"	"UGA"	"2"	"412.660"
"VCS"	"Agriculture"	"Manure Methane Digester"	"Sub-Saharan Africa"	"Uganda"	"UGA"	"1"	"0"
"VCS"	"Waste Management"	"Methane Recovery in Wastewater"	"Sub-Saharan Africa"	"Uganda"	"UGA"	"1"	"73.257"
"GS"	"Renewable Energy"	"Solar Lighting"	"Sub-Saharan Africa"	"Uganda"	"UGA"	"1"	"73.042"
"VCS"	"Industrial & Commercial"	"Energy Efficiency"	"Western Asia"	"United Arab Emirates"	"ARE"	"1"	"0"
"VCS"	"Industrial & Commercial"	"Waste Heat Recovery"	"Western Asia"	"United Arab Emirates"	"ARE"	"1"	"36.436"
"VCS"	"Agriculture"	"Feed Additives"	"Europe"	"United Kingdom"	"GBR"	"1"	"3.303"
"VCS"	"Industrial & Commercial"	"Mine Methane Capture"	"Europe"	"United Kingdom"	"GBR"	"1"	"103.822"
"VCS"	"Household & Community"	"Weatherization"	"Europe"	"United Kingdom"	"GBR"	"1"	"1.481"
"ACR"	"Chemical Processes"	"Advanced Refrigerants"	"North America"	"United States"	"USA"	"2"	"256.830"
"ACR"	"Forestry & Land Use"	"Afforestation/Reforestation"	"North America"	"United States"	"USA"	"1"	
"CAR"	"Forestry & Land Use"	"Afforestation/Reforestation"	"North America"	"United States"	"USA"	"5"	"0"
"GS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"North America"	"United States"	"USA"	"1"	"7.798"
"VCS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"North America"	"United States"	"USA"	"4"	"0"
"CAR"	"Forestry & Land Use"	"Avoided Forest Conversion"	"North America"	"United States"	"USA"	"6"	"1433.266"
"ACR"	"Forestry & Land Use"	"Avoided Grassland Conversion"	"North America"	"United States"	"USA"	"1"	"160.901"
"CAR"	"Forestry & Land Use"	"Avoided Grassland Conversion"	"North America"	"United States"	"USA"	"16"	"377.850"
"VCS"	"Household & Community"	"Biodigesters"	"North America"	"United States"	"USA"	"1"	"0"
"VCS"	"Renewable Energy"	"Biomass"	"North America"	"United States"	"USA"	"5"	"448.690"
"VCS"	"Carbon Capture & Storage"	"Carbon Capture in Concrete"	"North America"	"United States"	"USA"	"2"	"68.297"
"CAR"	"Waste Management"	"Composting"	"North America"	"United States"	"USA"	"3"	"779.136"
"GS"	"Waste Management"	"Composting"	"North America"	"United States"	"USA"	"1"	"5.352"
"VCS"	"Transportation"	"Electric Vehicles & Charging"	"North America"	"United States"	"USA"	"2"	"2.396"
"ACR"	"Chemical Processes"	"HFC Replacement in Foam Production"	"North America"	"United States"	"USA"	"1"	"26.358"
"VCS"	"Chemical Processes"	"HFC23 Destruction"	"North America"	"United States"	"USA"	"1"	"0"
"ACR"	"Forestry & Land Use"	"Improved Forest Management"	"North America"	"United States"	"USA"	"84"	"23414.665"
"CAR"	"Forestry & Land Use"	"Improved Forest Management"	"North America"	"United States"	"USA"	"81"	"23873.206"
"VCS"	"Forestry & Land Use"	"Improved Forest Management"	"North America"	"United States"	"USA"	"6"	"476.186"
"ACR"	"Waste Management"	"Landfill Methane"	"North America"	"United States"	"USA"	"5"	"592.273"
"CAR"	"Waste Management"	"Landfill Methane"	"North America"	"United States"	"USA"	"46"	"16473.528"
"VCS"	"Waste Management"	"Landfill Methane"	"North America"	"United States"	"USA"	"13"	"2522.893"
"CAR"	"Agriculture"	"Manure Methane Digester"	"North America"	"United States"	"USA"	"33"	"3229.514"
"CAR"	"Waste Management"	"Methane Recovery in Wastewater"	"North America"	"United States"	"USA"	"1"	"213.283"
"VCS"	"Waste Management"	"Methane Recovery in Wastewater"	"North America"	"United States"	"USA"	"5"	"2704.773"
"ACR"	"Industrial & Commercial"	"Mine Methane Capture"	"North America"	"United States"	"USA"	"1"	"5.016"
"CAR"	"Industrial & Commercial"	"Mine Methane Capture"	"North America"	"United States"	"USA"	"1"	
"VCS"	"Industrial & Commercial"	"Mine Methane Capture"	"North America"	"United States"	"USA"	"2"	"416.759"
"CAR"	"Chemical Processes"	"N2O Destruction in Adipic Acid Production"	"North America"	"United States"	"USA"	"1"	
"CAR"	"Chemical Processes"	"N2O Destruction in Nitric Acid Production"	"North America"	"United States"	"USA"	"7"	"370.811"
"CAR"	"Agriculture"	"Nitrogen Management"	"North America"	"United States"	"USA"	"1"	"588.000"
"ACR"	"Industrial & Commercial"	"Oil Recycling"	"North America"	"United States"	"USA"	"1"	"175.093"
"CAR"	"Chemical Processes"	"Ozone Depleting Substances Recovery & Destruction"	"North America"	"United States"	"USA"	"10"	"845.534"
"VCS"	"Industrial & Commercial"	"Road Construction Emission Reductions"	"North America"	"United States"	"USA"	"3"	"67.821"
"VCS"	"Chemical Processes"	"SF6 Replacement"	"North America"	"United States"	"USA"	"1"	
"VCS"	"Agriculture"	"Solid Waste Separation"	"North America"	"United States"	"USA"	"7"	"133.552"
"CAR"	"Agriculture"	"Sustainable Agriculture"	"North America"	"United States"	"USA"	"2"	"285.594"
"VCS"	"Forestry & Land Use"	"Sustainable Grassland Management"	"North America"	"United States"	"USA"	"1"	"56.508"
"VCS"	"Industrial & Commercial"	"University Campus Emission Reductions"	"North America"	"United States"	"USA"	"4"	"859.376"
"VCS"	"Industrial & Commercial"	"Waste Heat Recovery"	"North America"	"United States"	"USA"	"2"	"298.578"
"VCS"	"Waste Management"	"Waste Incineration"	"North America"	"United States"	"USA"	"2"	"736.483"
"VCS"	"Household & Community"	"Weatherization"	"North America"	"United States"	"USA"	"1"	"7.008"
"ACR"	"Forestry & Land Use"	"Wetland Restoration"	"North America"	"United States"	"USA"	"1"	"52.405"
"VCS"	"Renewable Energy"	"Wind"	"North America"	"United States"	"USA"	"10"	"95.286"
"VCS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"Latin America and the Caribbean"	"Uruguay"	"URY"	"8"	"2781.625"
"VCS"	"Renewable Energy"	"Biomass"	"Latin America and the Caribbean"	"Uruguay"	"URY"	"1"	"73.743"
"VCS"	"Renewable Energy"	"RE Bundled"	"Latin America and the Caribbean"	"Uruguay"	"URY"	"1"	"729.418"
"VCS"	"Renewable Energy"	"Wind"	"Latin America and the Caribbean"	"Uruguay"	"URY"	"2"	"460.019"
"VCS"	"Industrial & Commercial"	"Leak Detection & Repair in Gas Systems"	"Central Asia"	"Uzbekistan"	"UZB"	"1"	"0"
"GS"	"Household & Community"	"Biodigesters"	"South-Eastern Asia"	"Viet Nam"	"VNM"	"2"	"64.820"
"VCS"	"Renewable Energy"	"Biomass"	"South-Eastern Asia"	"Viet Nam"	"VNM"	"2"	"41.114"
"VCS"	"Household & Community"	"Clean Water"	"South-Eastern Asia"	"Viet Nam"	"VNM"	"1"	"0"
"GS"	"Waste Management"	"Composting"	"South-Eastern Asia"	"Viet Nam"	"VNM"	"1"	
"VCS"	"Household & Community"	"Cookstoves"	"South-Eastern Asia"	"Viet Nam"	"VNM"	"6"	"658.420"
"GS"	"Renewable Energy"	"Hydropower"	"South-Eastern Asia"	"Viet Nam"	"VNM"	"13"	"1693.446"
"VCS"	"Renewable Energy"	"Hydropower"	"South-Eastern Asia"	"Viet Nam"	"VNM"	"12"	"1459.254"
"VCS"	"Household & Community"	"Lighting"	"South-Eastern Asia"	"Viet Nam"	"VNM"	"2"	"93.683"
"GS"	"Waste Management"	"Methane Recovery in Wastewater"	"South-Eastern Asia"	"Viet Nam"	"VNM"	"5"	"328.355"
"VCS"	"Waste Management"	"Methane Recovery in Wastewater"	"South-Eastern Asia"	"Viet Nam"	"VNM"	"1"	"0"
"GS"	"Renewable Energy"	"Solar - Centralized"	"South-Eastern Asia"	"Viet Nam"	"VNM"	"3"	"342.829"
"VCS"	"Renewable Energy"	"Solar - Centralized"	"South-Eastern Asia"	"Viet Nam"	"VNM"	"6"	"1522.561"
"GS"	"Renewable Energy"	"Wind"	"South-Eastern Asia"	"Viet Nam"	"VNM"	"13"	"3290.103"
"VCS"	"Forestry & Land Use"	"Afforestation/Reforestation"	"Sub-Saharan Africa"	"Zambia"	"ZMB"	"1"	"0"
"GS"	"Household & Community"	"Clean Water"	"Sub-Saharan Africa"	"Zambia"	"ZMB"	"15"	"688.841"
"GS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Zambia"	"ZMB"	"6"	"245.960"
"VCS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Zambia"	"ZMB"	"6"	"1781.012"
"GS"	"Renewable Energy"	"Hydropower"	"Sub-Saharan Africa"	"Zambia"	"ZMB"	"1"	"3.481"
"VCS"	"Forestry & Land Use"	"REDD+"	"Sub-Saharan Africa"	"Zambia"	"ZMB"	"3"	
"VCS"	"Renewable Energy"	"Solar - Distributed"	"Sub-Saharan Africa"	"Zambia"	"ZMB"	"1"	"0"
"GS"	"Renewable Energy"	"Solar Lighting"	"Sub-Saharan Africa"	"Zambia"	"ZMB"	"1"	"37.396"
"GS"	"Household & Community"	"Community Boreholes"	"Sub-Saharan Africa"	"Zimbabwe"	"ZWE"	"6"	"174.324"
"GS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Zimbabwe"	"ZWE"	"1"	"656.464"
"VCS"	"Household & Community"	"Cookstoves"	"Sub-Saharan Africa"	"Zimbabwe"	"ZWE"	"2"	"197.050"
